date_time,category,account,amount,currency,tags
2025-11-30 00:00:00,Health,acct_1,114.0,BYN,tag_1
2025-11-29 00:00:00,Food,acct_1,5.0,BYN,tag_1
2025-11-27 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-27 00:00:00,Cafe,acct_1,10.0,BYN,tag_1
2025-11-27 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-26 00:00:00,Cafe,acct_3,2.0,BYN,tag_1
2025-11-26 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-25 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-25 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-25 00:00:00,Cafe,acct_1,11.0,BYN,tag_1
2025-11-25 00:00:00,Taxi,acct_1,18.0,BYN,tag_1
2025-11-24 00:00:00,Food,acct_1,9.0,BYN,tag_1
2025-11-24 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-24 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-24 00:00:00,Cafe,acct_3,4.0,BYN,tag_1
2025-11-24 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-24 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-22 00:00:00,Food,acct_1,11.0,BYN,tag_1
2025-11-21 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-11-21 00:00:00,Cafe,acct_1,11.0,BYN,tag_1
2025-11-21 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-21 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-20 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-20 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-11-20 00:00:00,Cafe,acct_1,9.0,BYN,tag_1
2025-11-20 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-20 00:00:00,Cafe,acct_3,8.0,BYN,tag_1
2025-11-19 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-18 00:00:00,Gifts,acct_1,79.0,BYN,tag_1
2025-11-18 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-18 00:00:00,Cafe,acct_3,2.0,BYN,tag_1
2025-11-18 00:00:00,Cafe,acct_1,5.0,BYN,tag_1
2025-11-18 00:00:00,Taxi,acct_1,9.0,BYN,tag_1
2025-11-18 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-18 00:00:00,Cafe,acct_3,3.0,BYN,tag_1
2025-11-17 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-17 00:00:00,Cafe,acct_3,3.0,BYN,tag_1
2025-11-17 00:00:00,Cafe,acct_3,2.0,BYN,tag_1
2025-11-17 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-16 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-11-15 00:00:00,Food,acct_3,3.0,BYN,tag_1
2025-11-15 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-15 00:00:00,Food,acct_3,3.0,BYN,tag_1
2025-11-15 00:00:00,Cafe,acct_3,3.0,BYN,tag_1
2025-11-15 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-13 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-13 00:00:00,Loan given,acct_1,23.0,BYN,tag_1
2025-11-13 00:00:00,Cafe,acct_1,4.0,BYN,tag_1
2025-11-13 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-11-13 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-13 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-13 00:00:00,Health,acct_1,36.0,BYN,tag_1
2025-11-13 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-12 00:00:00,Cafe,acct_1,10.0,BYN,tag_1
2025-11-12 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-11 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-11 00:00:00,Cafe,acct_1,5.0,BYN,tag_1
2025-11-11 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-10 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-10 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-10 00:00:00,Cafe,acct_1,6.0,BYN,tag_1
2025-11-10 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-07 00:00:00,Cafe,acct_1,11.0,BYN,tag_1
2025-11-07 00:00:00,Leisure,acct_1,35.0,BYN,tag_1
2025-11-06 00:00:00,Cafe,acct_1,31.0,BYN,tag_1
2025-11-05 00:00:00,Clothes,acct_1,299.0,BYN,tag_1
2025-11-05 00:00:00,Cafe,acct_3,3.0,BYN,tag_1
2025-11-05 00:00:00,Cafe,acct_1,12.0,BYN,tag_1
2025-11-05 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-04 00:00:00,Cafe,acct_3,2.0,BYN,tag_1
2025-11-04 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-04 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-04 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-04 00:00:00,Food,acct_3,2.0,BYN,tag_1
2025-11-03 00:00:00,Leisure,acct_3,38.0,BYN,tag_1
2025-11-03 00:00:00,Cafe,acct_3,2.0,BYN,tag_1
2025-11-03 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-03 00:00:00,Cafe,acct_1,11.0,BYN,tag_1
2025-11-03 00:00:00,Cafe,acct_3,3.0,BYN,tag_1
2025-11-03 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-01 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-11-01 00:00:00,Food,acct_3,2.0,BYN,tag_1
2025-10-31 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-10-31 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-10-31 00:00:00,Gifts,acct_3,30.0,BYN,tag_1
2025-10-30 00:00:00,Health,acct_3,1.0,BYN,tag_1
2025-10-30 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-10-30 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-10-29 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-10-29 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-10-29 00:00:00,Leisure,acct_1,20.0,BYN,tag_1
2025-10-29 00:00:00,Leisure,acct_1,17.0,BYN,tag_1
2025-10-29 00:00:00,Food,acct_3,1.0,BYN,tag_1
2025-10-29 00:00:00,Food,acct_1,22.0,BYN,tag_1
2025-10-29 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-10-29 00:00:00,Cafe,acct_3,1.0,BYN,tag_1
2025-10-29 00:00:00,Cafe,acct_1,5.0,BYN,tag_1
2025-10-28 00:00:00,Public transport,acct_3,1.0,BYN,tag_1
2025-10-28 00:00:00,Food,acct_3,1.0,BYN,tag_1
2025-10-28 00:00:00,Public transport,acct_2,2.0,BYN,tag_1
2025-10-28 00:00:00,Bought for myself,acct_1,64.0,BYN,tag_1
2025-10-28 00:00:00,Cafe,acct_1,5.0,BYN,tag_1
2025-10-28 00:00:00,Public transport,acct_2,1.0,BYN,tag_1
2025-10-28 00:00:00,Food,acct_3,2.0,BYN,tag_1
2025-10-26 00:00:00,Public transport,acct_1,5.0,BYN,tag_1
2025-10-26 00:00:00,Health,acct_1,128.0,BYN,tag_1
2025-10-26 00:00:00,Gifts,acct_1,44.0,BYN,tag_1
